PortNumber,AccNumber,PolNumber,PolPerilsCovered,AccCurrency,PolDed6All,PolPeril,PolDedType6All,LayerNumber,LayerAttachment,LayerLimit,LayerParticipation
Complex_100k,53,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,54,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,55,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,56,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,57,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,58,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,59,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,60,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,61,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,62,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,63,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,64,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,65,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,66,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,67,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,68,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,69,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,70,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,71,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,72,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,73,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,74,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,75,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,76,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,77,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,78,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,79,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,80,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,81,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,82,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,83,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,84,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,85,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,86,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,87,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,88,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,89,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,90,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,91,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,92,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,93,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,94,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,95,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,96,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,97,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,98,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,99,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,100,1,ORF,GBP,100000,ORF,0,1,0,10000000,0.5
Complex_100k,1,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,2,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,3,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,4,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,5,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,6,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,7,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,8,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,9,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,10,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,11,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,12,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,13,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,14,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,15,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,16,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,17,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,18,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,19,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,20,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,21,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,22,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,23,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,24,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,25,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,26,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,27,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,28,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,29,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,30,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,31,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,32,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,33,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,34,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,35,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,36,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,37,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,38,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,39,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,40,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,41,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,42,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,43,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,44,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,45,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,46,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,47,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,48,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,49,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,50,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,51,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,52,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,53,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,54,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,55,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,56,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,57,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,58,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,59,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,60,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,61,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,62,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,63,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,64,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,65,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,66,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,67,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,68,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,69,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,70,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,71,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,72,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,73,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,74,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,75,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,76,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,77,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,78,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,79,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,80,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,81,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,82,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,83,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,84,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,85,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,86,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,87,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,88,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,89,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,90,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,91,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,92,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,93,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,94,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,95,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,96,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,97,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,98,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,99,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,100,2,ORF,GBP,200000,ORF,0,2,10000000,10000000,0.5
Complex_100k,1,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,2,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,3,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,4,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,5,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,6,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,7,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,8,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,9,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,10,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,11,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,12,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,13,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,14,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,15,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,16,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,17,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,18,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,19,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,20,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,21,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,22,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,23,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,24,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,25,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,26,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,27,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,28,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,29,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,30,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,31,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,32,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,33,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,34,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,35,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,36,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,37,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,38,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,39,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,40,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,41,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,42,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,43,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,44,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,45,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,46,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,47,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,48,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,49,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,50,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,51,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,52,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,53,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,54,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,55,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,56,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,57,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,58,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,59,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,60,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,61,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,62,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,63,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,64,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,65,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,66,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,67,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,68,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,69,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,70,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,71,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,72,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,73,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,74,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,75,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,76,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,77,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,78,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,79,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,80,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,81,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,82,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,83,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,84,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,85,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,86,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,87,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,88,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,89,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,90,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,91,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,92,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,93,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,94,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,95,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,96,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,97,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,98,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,99,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,100,3,ORF,GBP,300000,ORF,0,3,20000000,10000000,0.5
Complex_100k,1,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,2,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,3,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,4,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,5,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,6,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,7,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,8,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,9,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,10,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,11,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,12,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,13,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,14,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,15,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,16,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,17,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,18,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,19,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,20,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,21,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,22,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,23,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,24,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,25,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,26,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,27,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,28,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,29,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,30,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,31,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,32,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,33,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,34,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
